1 saved {'val_OrigRecLoss': 0.01181, 'val_FeatRecLoss': 0.00171, 'val_kl_Loss_Z': 1.31089, 'val_kl_Loss_FC': 0.00364}
43 saved {'val_OrigRecLoss': 0.00259, 'val_FeatRecLoss': 0.00149, 'val_kl_Loss_Z': 0.28996, 'val_kl_Loss_FC': 0.04403}
44 not saved {'val_OrigRecLoss': 0.00263, 'val_FeatRecLoss': 0.00146, 'val_kl_Loss_Z': 0.30804, 'val_kl_Loss_FC': 0.04083}
45 not saved {'val_OrigRecLoss': 0.00263, 'val_FeatRecLoss': 0.00151, 'val_kl_Loss_Z': 0.30156, 'val_kl_Loss_FC': 0.03218}
46 not saved {'val_OrigRecLoss': 0.00265, 'val_FeatRecLoss': 0.00143, 'val_kl_Loss_Z': 0.27899, 'val_kl_Loss_FC': 0.03521}
47 not saved {'val_OrigRecLoss': 0.00278, 'val_FeatRecLoss': 0.00148, 'val_kl_Loss_Z': 0.25889, 'val_kl_Loss_FC': 0.03348}
48 not saved {'val_OrigRecLoss': 0.00271, 'val_FeatRecLoss': 0.00148, 'val_kl_Loss_Z': 0.27433, 'val_kl_Loss_FC': 0.03255}
49 saved {'val_OrigRecLoss': 0.00257, 'val_FeatRecLoss': 0.0015, 'val_kl_Loss_Z': 0.28465, 'val_kl_Loss_FC': 0.02905}
50 not saved {'val_OrigRecLoss': 0.00264, 'val_FeatRecLoss': 0.00156, 'val_kl_Loss_Z': 0.25093, 'val_kl_Loss_FC': 0.0236}
51 saved {'val_OrigRecLoss': 0.00239, 'val_FeatRecLoss': 0.00142, 'val_kl_Loss_Z': 0.24008, 'val_kl_Loss_FC': 0.02705}
52 saved {'val_OrigRecLoss': 0.00233, 'val_FeatRecLoss': 0.00141, 'val_kl_Loss_Z': 0.24558, 'val_kl_Loss_FC': 0.02822}
53 not saved {'val_OrigRecLoss': 0.00234, 'val_FeatRecLoss': 0.00143, 'val_kl_Loss_Z': 0.24323, 'val_kl_Loss_FC': 0.02382}
54 not saved {'val_OrigRecLoss': 0.00234, 'val_FeatRecLoss': 0.00148, 'val_kl_Loss_Z': 0.24875, 'val_kl_Loss_FC': 0.01818}
55 not saved {'val_OrigRecLoss': 0.0024, 'val_FeatRecLoss': 0.00147, 'val_kl_Loss_Z': 0.23717, 'val_kl_Loss_FC': 0.01743}
56 saved {'val_OrigRecLoss': 0.00228, 'val_FeatRecLoss': 0.00139, 'val_kl_Loss_Z': 0.23622, 'val_kl_Loss_FC': 0.02064}
57 saved {'val_OrigRecLoss': 0.00224, 'val_FeatRecLoss': 0.00141, 'val_kl_Loss_Z': 0.22548, 'val_kl_Loss_FC': 0.01735}
58 not saved {'val_OrigRecLoss': 0.00224, 'val_FeatRecLoss': 0.00143, 'val_kl_Loss_Z': 0.21753, 'val_kl_Loss_FC': 0.01533}
59 saved {'val_OrigRecLoss': 0.00222, 'val_FeatRecLoss': 0.00143, 'val_kl_Loss_Z': 0.23017, 'val_kl_Loss_FC': 0.01397}
60 not saved {'val_OrigRecLoss': 0.00223, 'val_FeatRecLoss': 0.0014, 'val_kl_Loss_Z': 0.25902, 'val_kl_Loss_FC': 0.01493}
61 not saved {'val_OrigRecLoss': 0.00224, 'val_FeatRecLoss': 0.00142, 'val_kl_Loss_Z': 0.219, 'val_kl_Loss_FC': 0.01307}
62 saved {'val_OrigRecLoss': 0.00222, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.23797, 'val_kl_Loss_FC': 0.02026}
63 saved {'val_OrigRecLoss': 0.00208, 'val_FeatRecLoss': 0.00139, 'val_kl_Loss_Z': 0.23757, 'val_kl_Loss_FC': 0.01844}
64 not saved {'val_OrigRecLoss': 0.00211, 'val_FeatRecLoss': 0.00141, 'val_kl_Loss_Z': 0.22118, 'val_kl_Loss_FC': 0.01277}
65 saved {'val_OrigRecLoss': 0.00208, 'val_FeatRecLoss': 0.00139, 'val_kl_Loss_Z': 0.23511, 'val_kl_Loss_FC': 0.01678}
66 not saved {'val_OrigRecLoss': 0.00209, 'val_FeatRecLoss': 0.00138, 'val_kl_Loss_Z': 0.21381, 'val_kl_Loss_FC': 0.01526}
67 saved {'val_OrigRecLoss': 0.00202, 'val_FeatRecLoss': 0.00142, 'val_kl_Loss_Z': 0.21156, 'val_kl_Loss_FC': 0.01289}
68 saved {'val_OrigRecLoss': 0.002, 'val_FeatRecLoss': 0.00141, 'val_kl_Loss_Z': 0.20894, 'val_kl_Loss_FC': 0.01281}
69 saved {'val_OrigRecLoss': 0.00198, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.2078, 'val_kl_Loss_FC': 0.01766}
70 not saved {'val_OrigRecLoss': 0.00199, 'val_FeatRecLoss': 0.00136, 'val_kl_Loss_Z': 0.21342, 'val_kl_Loss_FC': 0.01486}
71 not saved {'val_OrigRecLoss': 0.00202, 'val_FeatRecLoss': 0.00137, 'val_kl_Loss_Z': 0.26215, 'val_kl_Loss_FC': 0.01621}
72 saved {'val_OrigRecLoss': 0.00195, 'val_FeatRecLoss': 0.00138, 'val_kl_Loss_Z': 0.4187, 'val_kl_Loss_FC': 0.01412}
73 not saved {'val_OrigRecLoss': 0.00199, 'val_FeatRecLoss': 0.0014, 'val_kl_Loss_Z': 0.24682, 'val_kl_Loss_FC': 0.0102}
74 saved {'val_OrigRecLoss': 0.00193, 'val_FeatRecLoss': 0.0014, 'val_kl_Loss_Z': 0.2503, 'val_kl_Loss_FC': 0.01319}
75 not saved {'val_OrigRecLoss': 0.00195, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.23437, 'val_kl_Loss_FC': 0.01593}
76 saved {'val_OrigRecLoss': 0.00192, 'val_FeatRecLoss': 0.00138, 'val_kl_Loss_Z': 0.22823, 'val_kl_Loss_FC': 0.01366}
77 saved {'val_OrigRecLoss': 0.00189, 'val_FeatRecLoss': 0.00139, 'val_kl_Loss_Z': 0.2171, 'val_kl_Loss_FC': 0.01295}
78 saved {'val_OrigRecLoss': 0.00188, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.2145, 'val_kl_Loss_FC': 0.01294}
79 not saved {'val_OrigRecLoss': 0.00193, 'val_FeatRecLoss': 0.0014, 'val_kl_Loss_Z': 0.25533, 'val_kl_Loss_FC': 0.01135}
80 not saved {'val_OrigRecLoss': 0.00191, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.19629, 'val_kl_Loss_FC': 0.01293}
81 not saved {'val_OrigRecLoss': 0.00195, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.22302, 'val_kl_Loss_FC': 0.01564}
82 saved {'val_OrigRecLoss': 0.00184, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.20883, 'val_kl_Loss_FC': 0.01401}
83 not saved {'val_OrigRecLoss': 0.00185, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.21771, 'val_kl_Loss_FC': 0.01301}
84 saved {'val_OrigRecLoss': 0.00181, 'val_FeatRecLoss': 0.00139, 'val_kl_Loss_Z': 0.1976, 'val_kl_Loss_FC': 0.0124}
85 saved {'val_OrigRecLoss': 0.00181, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.19479, 'val_kl_Loss_FC': 0.01274}
86 not saved {'val_OrigRecLoss': 0.00183, 'val_FeatRecLoss': 0.00131, 'val_kl_Loss_Z': 0.19716, 'val_kl_Loss_FC': 0.01485}
87 not saved {'val_OrigRecLoss': 0.00186, 'val_FeatRecLoss': 0.00136, 'val_kl_Loss_Z': 0.20597, 'val_kl_Loss_FC': 0.01171}
88 saved {'val_OrigRecLoss': 0.00179, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.18887, 'val_kl_Loss_FC': 0.01325}
89 not saved {'val_OrigRecLoss': 0.0018, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.2097, 'val_kl_Loss_FC': 0.01318}
90 not saved {'val_OrigRecLoss': 0.0018, 'val_FeatRecLoss': 0.00137, 'val_kl_Loss_Z': 0.20849, 'val_kl_Loss_FC': 0.01135}
91 not saved {'val_OrigRecLoss': 0.0018, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.181, 'val_kl_Loss_FC': 0.0124}
92 not saved {'val_OrigRecLoss': 0.0018, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.19624, 'val_kl_Loss_FC': 0.01237}
93 saved {'val_OrigRecLoss': 0.00176, 'val_FeatRecLoss': 0.00136, 'val_kl_Loss_Z': 0.19352, 'val_kl_Loss_FC': 0.01172}
94 not saved {'val_OrigRecLoss': 0.00176, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.18432, 'val_kl_Loss_FC': 0.01244}
95 saved {'val_OrigRecLoss': 0.00174, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.19865, 'val_kl_Loss_FC': 0.01204}
96 not saved {'val_OrigRecLoss': 0.00181, 'val_FeatRecLoss': 0.00138, 'val_kl_Loss_Z': 0.19394, 'val_kl_Loss_FC': 0.01066}
97 saved {'val_OrigRecLoss': 0.00173, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.19492, 'val_kl_Loss_FC': 0.01163}
98 saved {'val_OrigRecLoss': 0.00172, 'val_FeatRecLoss': 0.00131, 'val_kl_Loss_Z': 0.20085, 'val_kl_Loss_FC': 0.01418}
99 saved {'val_OrigRecLoss': 0.0017, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.18887, 'val_kl_Loss_FC': 0.01181}
100 not saved {'val_OrigRecLoss': 0.00171, 'val_FeatRecLoss': 0.0013, 'val_kl_Loss_Z': 0.18692, 'val_kl_Loss_FC': 0.01494}
101 not saved {'val_OrigRecLoss': 0.00172, 'val_FeatRecLoss': 0.00131, 'val_kl_Loss_Z': 0.19827, 'val_kl_Loss_FC': 0.01388}
102 not saved {'val_OrigRecLoss': 0.00178, 'val_FeatRecLoss': 0.00137, 'val_kl_Loss_Z': 0.18582, 'val_kl_Loss_FC': 0.01068}
103 saved {'val_OrigRecLoss': 0.00166, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.19919, 'val_kl_Loss_FC': 0.01151}
104 not saved {'val_OrigRecLoss': 0.00168, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.17341, 'val_kl_Loss_FC': 0.01137}
105 not saved {'val_OrigRecLoss': 0.00168, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.18462, 'val_kl_Loss_FC': 0.0127}
106 not saved {'val_OrigRecLoss': 0.00169, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.18528, 'val_kl_Loss_FC': 0.01284}
107 not saved {'val_OrigRecLoss': 0.00184, 'val_FeatRecLoss': 0.00136, 'val_kl_Loss_Z': 0.17573, 'val_kl_Loss_FC': 0.01096}
108 not saved {'val_OrigRecLoss': 0.00184, 'val_FeatRecLoss': 0.0013, 'val_kl_Loss_Z': 0.18853, 'val_kl_Loss_FC': 0.01367}
109 saved {'val_OrigRecLoss': 0.00165, 'val_FeatRecLoss': 0.00137, 'val_kl_Loss_Z': 0.17018, 'val_kl_Loss_FC': 0.0103}
110 saved {'val_OrigRecLoss': 0.00163, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.18245, 'val_kl_Loss_FC': 0.0114}
111 not saved {'val_OrigRecLoss': 0.00164, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.20177, 'val_kl_Loss_FC': 0.01288}
112 saved {'val_OrigRecLoss': 0.00163, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.19044, 'val_kl_Loss_FC': 0.01275}
113 saved {'val_OrigRecLoss': 0.00162, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.17549, 'val_kl_Loss_FC': 0.01275}
114 saved {'val_OrigRecLoss': 0.00161, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.17421, 'val_kl_Loss_FC': 0.01188}
115 not saved {'val_OrigRecLoss': 0.00163, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.16388, 'val_kl_Loss_FC': 0.01317}
116 not saved {'val_OrigRecLoss': 0.00172, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.16833, 'val_kl_Loss_FC': 0.01176}
117 not saved {'val_OrigRecLoss': 0.00163, 'val_FeatRecLoss': 0.00131, 'val_kl_Loss_Z': 0.16504, 'val_kl_Loss_FC': 0.01357}
118 not saved {'val_OrigRecLoss': 0.00162, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.16316, 'val_kl_Loss_FC': 0.01106}
119 not saved {'val_OrigRecLoss': 0.00161, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.15883, 'val_kl_Loss_FC': 0.01201}
120 saved {'val_OrigRecLoss': 0.0016, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.17308, 'val_kl_Loss_FC': 0.01161}
121 saved {'val_OrigRecLoss': 0.00157, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.1626, 'val_kl_Loss_FC': 0.01126}
122 not saved {'val_OrigRecLoss': 0.00157, 'val_FeatRecLoss': 0.00136, 'val_kl_Loss_Z': 0.16607, 'val_kl_Loss_FC': 0.01046}
123 saved {'val_OrigRecLoss': 0.00156, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.17304, 'val_kl_Loss_FC': 0.01163}
124 not saved {'val_OrigRecLoss': 0.00158, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.15929, 'val_kl_Loss_FC': 0.01112}
125 not saved {'val_OrigRecLoss': 0.0016, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.16469, 'val_kl_Loss_FC': 0.01126}
126 not saved {'val_OrigRecLoss': 0.00166, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.15623, 'val_kl_Loss_FC': 0.01235}
127 not saved {'val_OrigRecLoss': 0.0016, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.1581, 'val_kl_Loss_FC': 0.01029}
128 not saved {'val_OrigRecLoss': 0.00159, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.16033, 'val_kl_Loss_FC': 0.01089}
129 saved {'val_OrigRecLoss': 0.00152, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.21117, 'val_kl_Loss_FC': 0.01265}
130 not saved {'val_OrigRecLoss': 0.00154, 'val_FeatRecLoss': 0.00137, 'val_kl_Loss_Z': 0.1648, 'val_kl_Loss_FC': 0.01005}
131 not saved {'val_OrigRecLoss': 0.00158, 'val_FeatRecLoss': 0.0013, 'val_kl_Loss_Z': 0.17424, 'val_kl_Loss_FC': 0.01342}
132 not saved {'val_OrigRecLoss': 0.00154, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.16457, 'val_kl_Loss_FC': 0.01099}
133 not saved {'val_OrigRecLoss': 0.00154, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.14023, 'val_kl_Loss_FC': 0.0122}
134 not saved {'val_OrigRecLoss': 0.00153, 'val_FeatRecLoss': 0.00131, 'val_kl_Loss_Z': 0.16471, 'val_kl_Loss_FC': 0.01284}
135 saved {'val_OrigRecLoss': 0.00151, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.17475, 'val_kl_Loss_FC': 0.01228}
136 saved {'val_OrigRecLoss': 0.00151, 'val_FeatRecLoss': 0.00131, 'val_kl_Loss_Z': 0.17529, 'val_kl_Loss_FC': 0.01284}
137 saved {'val_OrigRecLoss': 0.0015, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.15775, 'val_kl_Loss_FC': 0.01187}
138 not saved {'val_OrigRecLoss': 0.00155, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.16903, 'val_kl_Loss_FC': 0.0113}
139 saved {'val_OrigRecLoss': 0.0015, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.15702, 'val_kl_Loss_FC': 0.01169}
140 saved {'val_OrigRecLoss': 0.0015, 'val_FeatRecLoss': 0.0013, 'val_kl_Loss_Z': 0.15931, 'val_kl_Loss_FC': 0.01358}
141 not saved {'val_OrigRecLoss': 0.00151, 'val_FeatRecLoss': 0.00129, 'val_kl_Loss_Z': 0.16368, 'val_kl_Loss_FC': 0.01293}
142 saved {'val_OrigRecLoss': 0.00148, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.15349, 'val_kl_Loss_FC': 0.01158}
143 not saved {'val_OrigRecLoss': 0.00151, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.17239, 'val_kl_Loss_FC': 0.01023}
144 not saved {'val_OrigRecLoss': 0.00148, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.17502, 'val_kl_Loss_FC': 0.01216}
145 not saved {'val_OrigRecLoss': 0.00149, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.1548, 'val_kl_Loss_FC': 0.01128}
146 saved {'val_OrigRecLoss': 0.00147, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.15396, 'val_kl_Loss_FC': 0.01144}
147 not saved {'val_OrigRecLoss': 0.00148, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.17173, 'val_kl_Loss_FC': 0.01108}
148 not saved {'val_OrigRecLoss': 0.00149, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.19641, 'val_kl_Loss_FC': 0.01068}
149 not saved {'val_OrigRecLoss': 0.00151, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.17039, 'val_kl_Loss_FC': 0.0117}
150 not saved {'val_OrigRecLoss': 0.00148, 'val_FeatRecLoss': 0.00126, 'val_kl_Loss_Z': 0.15776, 'val_kl_Loss_FC': 0.0157}
151 saved {'val_OrigRecLoss': 0.00145, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.15626, 'val_kl_Loss_FC': 0.01203}
152 not saved {'val_OrigRecLoss': 0.00146, 'val_FeatRecLoss': 0.0013, 'val_kl_Loss_Z': 0.15815, 'val_kl_Loss_FC': 0.01244}
153 saved {'val_OrigRecLoss': 0.00144, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.17789, 'val_kl_Loss_FC': 0.01217}
154 not saved {'val_OrigRecLoss': 0.00145, 'val_FeatRecLoss': 0.00129, 'val_kl_Loss_Z': 0.15974, 'val_kl_Loss_FC': 0.01456}
155 saved {'val_OrigRecLoss': 0.00144, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.15933, 'val_kl_Loss_FC': 0.01119}
156 not saved {'val_OrigRecLoss': 0.00146, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.15794, 'val_kl_Loss_FC': 0.01212}
157 not saved {'val_OrigRecLoss': 0.00145, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.14796, 'val_kl_Loss_FC': 0.01227}
158 saved {'val_OrigRecLoss': 0.00143, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.16746, 'val_kl_Loss_FC': 0.01175}
159 not saved {'val_OrigRecLoss': 0.00144, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.14397, 'val_kl_Loss_FC': 0.01189}
160 not saved {'val_OrigRecLoss': 0.0015, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.1577, 'val_kl_Loss_FC': 0.0125}
161 saved {'val_OrigRecLoss': 0.00141, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.15497, 'val_kl_Loss_FC': 0.01235}
162 saved {'val_OrigRecLoss': 0.0014, 'val_FeatRecLoss': 0.00133, 'val_kl_Loss_Z': 0.1712, 'val_kl_Loss_FC': 0.01151}
163 not saved {'val_OrigRecLoss': 0.00141, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.15352, 'val_kl_Loss_FC': 0.01062}
164 not saved {'val_OrigRecLoss': 0.00142, 'val_FeatRecLoss': 0.00131, 'val_kl_Loss_Z': 0.164, 'val_kl_Loss_FC': 0.01264}
165 not saved {'val_OrigRecLoss': 0.00141, 'val_FeatRecLoss': 0.00127, 'val_kl_Loss_Z': 0.15031, 'val_kl_Loss_FC': 0.01418}
166 not saved {'val_OrigRecLoss': 0.00142, 'val_FeatRecLoss': 0.00131, 'val_kl_Loss_Z': 0.15926, 'val_kl_Loss_FC': 0.0128}
