1 saved {'val_OrigRecLoss': 0.01179, 'val_FeatRecLoss': 0.00228, 'val_kl_Loss_Z': 1.02248, 'val_kl_Loss_FC': 0.0014, 'val_kl_Loss_TC': 0.00777, 'val_kl_Loss_DTC': 0.14384}
22 saved {'val_OrigRecLoss': 0.01141, 'val_FeatRecLoss': 0.00167, 'val_kl_Loss_Z': 0.29598, 'val_kl_Loss_FC': 0.01156, 'val_kl_Loss_TC': 0.00111, 'val_kl_Loss_DTC': 0.00177}
23 saved {'val_OrigRecLoss': 0.01138, 'val_FeatRecLoss': 0.0016, 'val_kl_Loss_Z': 0.29706, 'val_kl_Loss_FC': 0.01354, 'val_kl_Loss_TC': 0.00031, 'val_kl_Loss_DTC': 0.00184}
24 not saved {'val_OrigRecLoss': 0.01147, 'val_FeatRecLoss': 0.00102, 'val_kl_Loss_Z': 0.43917, 'val_kl_Loss_FC': 0.05019, 'val_kl_Loss_TC': 0.00059, 'val_kl_Loss_DTC': 0.00163}
25 saved {'val_OrigRecLoss': 0.01138, 'val_FeatRecLoss': 0.00158, 'val_kl_Loss_Z': 0.30147, 'val_kl_Loss_FC': 0.01456, 'val_kl_Loss_TC': 0.00029, 'val_kl_Loss_DTC': 0.00232}
26 saved {'val_OrigRecLoss': 0.01136, 'val_FeatRecLoss': 0.0008, 'val_kl_Loss_Z': 0.41729, 'val_kl_Loss_FC': 0.0705, 'val_kl_Loss_TC': 0.00109, 'val_kl_Loss_DTC': 0.00109}
27 saved {'val_OrigRecLoss': 0.01134, 'val_FeatRecLoss': 0.00187, 'val_kl_Loss_Z': 0.25368, 'val_kl_Loss_FC': 0.00428, 'val_kl_Loss_TC': 0.00032, 'val_kl_Loss_DTC': 0.00354}
28 saved {'val_OrigRecLoss': 0.01134, 'val_FeatRecLoss': 0.00091, 'val_kl_Loss_Z': 0.42967, 'val_kl_Loss_FC': 0.05937, 'val_kl_Loss_TC': 0.00018, 'val_kl_Loss_DTC': 0.00085}
29 saved {'val_OrigRecLoss': 0.01134, 'val_FeatRecLoss': 0.00093, 'val_kl_Loss_Z': 0.42023, 'val_kl_Loss_FC': 0.05713, 'val_kl_Loss_TC': 0.00131, 'val_kl_Loss_DTC': 0.00199}
30 saved {'val_OrigRecLoss': 0.01132, 'val_FeatRecLoss': 0.00184, 'val_kl_Loss_Z': 0.25076, 'val_kl_Loss_FC': 0.00558, 'val_kl_Loss_TC': 0.00177, 'val_kl_Loss_DTC': 0.00421}
31 saved {'val_OrigRecLoss': 0.0113, 'val_FeatRecLoss': 0.00185, 'val_kl_Loss_Z': 0.23762, 'val_kl_Loss_FC': 0.00513, 'val_kl_Loss_TC': 0.00096, 'val_kl_Loss_DTC': 0.004}
32 not saved {'val_OrigRecLoss': 0.0113, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.31119, 'val_kl_Loss_FC': 0.02642, 'val_kl_Loss_TC': 0.00114, 'val_kl_Loss_DTC': 0.00131}
33 saved {'val_OrigRecLoss': 0.01129, 'val_FeatRecLoss': 0.00176, 'val_kl_Loss_Z': 0.23782, 'val_kl_Loss_FC': 0.00774, 'val_kl_Loss_TC': 0.0004, 'val_kl_Loss_DTC': 0.00325}
34 not saved {'val_OrigRecLoss': 0.01132, 'val_FeatRecLoss': 0.00079, 'val_kl_Loss_Z': 0.41631, 'val_kl_Loss_FC': 0.06984, 'val_kl_Loss_TC': 0.0023, 'val_kl_Loss_DTC': 0.00151}
35 saved {'val_OrigRecLoss': 0.01125, 'val_FeatRecLoss': 0.00186, 'val_kl_Loss_Z': 0.22917, 'val_kl_Loss_FC': 0.00463, 'val_kl_Loss_TC': 0.00242, 'val_kl_Loss_DTC': 0.00287}
36 saved {'val_OrigRecLoss': 0.01122, 'val_FeatRecLoss': 0.0019, 'val_kl_Loss_Z': 0.21943, 'val_kl_Loss_FC': 0.00363, 'val_kl_Loss_TC': 0.00021, 'val_kl_Loss_DTC': 0.00353}
37 saved {'val_OrigRecLoss': 0.01121, 'val_FeatRecLoss': 0.00088, 'val_kl_Loss_Z': 0.4147, 'val_kl_Loss_FC': 0.06134, 'val_kl_Loss_TC': 0.00067, 'val_kl_Loss_DTC': 0.00083}
38 saved {'val_OrigRecLoss': 0.01115, 'val_FeatRecLoss': 0.00173, 'val_kl_Loss_Z': 0.2621, 'val_kl_Loss_FC': 0.00895, 'val_kl_Loss_TC': 0.0022, 'val_kl_Loss_DTC': 0.0029}
39 saved {'val_OrigRecLoss': 0.01108, 'val_FeatRecLoss': 0.00189, 'val_kl_Loss_Z': 0.23187, 'val_kl_Loss_FC': 0.0041, 'val_kl_Loss_TC': 0.00153, 'val_kl_Loss_DTC': 0.00357}
40 saved {'val_OrigRecLoss': 0.01101, 'val_FeatRecLoss': 0.00177, 'val_kl_Loss_Z': 0.24187, 'val_kl_Loss_FC': 0.00727, 'val_kl_Loss_TC': 0.00128, 'val_kl_Loss_DTC': 0.00162}
41 saved {'val_OrigRecLoss': 0.01082, 'val_FeatRecLoss': 0.00182, 'val_kl_Loss_Z': 0.24561, 'val_kl_Loss_FC': 0.00685, 'val_kl_Loss_TC': 0.00076, 'val_kl_Loss_DTC': 0.00194}
42 saved {'val_OrigRecLoss': 0.01062, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.32311, 'val_kl_Loss_FC': 0.02846, 'val_kl_Loss_TC': 0.00074, 'val_kl_Loss_DTC': 0.00085}
43 saved {'val_OrigRecLoss': 0.01004, 'val_FeatRecLoss': 0.00169, 'val_kl_Loss_Z': 0.27918, 'val_kl_Loss_FC': 0.01368, 'val_kl_Loss_TC': 0.00062, 'val_kl_Loss_DTC': 0.00111}
44 saved {'val_OrigRecLoss': 0.00979, 'val_FeatRecLoss': 0.00138, 'val_kl_Loss_Z': 0.33746, 'val_kl_Loss_FC': 0.02868, 'val_kl_Loss_TC': 0.00038, 'val_kl_Loss_DTC': 0.0008}
45 saved {'val_OrigRecLoss': 0.00929, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.36974, 'val_kl_Loss_FC': 0.04094, 'val_kl_Loss_TC': 0.00011, 'val_kl_Loss_DTC': 0.00233}
46 saved {'val_OrigRecLoss': 0.00899, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 0.3755, 'val_kl_Loss_FC': 0.04664, 'val_kl_Loss_TC': 0.00024, 'val_kl_Loss_DTC': 0.00184}
47 saved {'val_OrigRecLoss': 0.00862, 'val_FeatRecLoss': 0.00125, 'val_kl_Loss_Z': 0.36587, 'val_kl_Loss_FC': 0.03971, 'val_kl_Loss_TC': 0.00104, 'val_kl_Loss_DTC': 0.00126}
48 saved {'val_OrigRecLoss': 0.00794, 'val_FeatRecLoss': 0.00222, 'val_kl_Loss_Z': 0.23827, 'val_kl_Loss_FC': 0.00136, 'val_kl_Loss_TC': 0.00024, 'val_kl_Loss_DTC': 0.00303}
49 saved {'val_OrigRecLoss': 0.00783, 'val_FeatRecLoss': 0.00153, 'val_kl_Loss_Z': 0.3433, 'val_kl_Loss_FC': 0.02363, 'val_kl_Loss_TC': 0.00156, 'val_kl_Loss_DTC': 0.00112}
50 saved {'val_OrigRecLoss': 0.00728, 'val_FeatRecLoss': 0.00222, 'val_kl_Loss_Z': 0.25909, 'val_kl_Loss_FC': 0.00287, 'val_kl_Loss_TC': 0.00209, 'val_kl_Loss_DTC': 0.00099}
51 saved {'val_OrigRecLoss': 0.00678, 'val_FeatRecLoss': 0.00207, 'val_kl_Loss_Z': 0.30557, 'val_kl_Loss_FC': 0.00755, 'val_kl_Loss_TC': 0.00147, 'val_kl_Loss_DTC': 0.00151}
52 saved {'val_OrigRecLoss': 0.0064, 'val_FeatRecLoss': 0.00244, 'val_kl_Loss_Z': 0.24335, 'val_kl_Loss_FC': 0.00269, 'val_kl_Loss_TC': 0.00106, 'val_kl_Loss_DTC': 0.00388}
53 saved {'val_OrigRecLoss': 0.00603, 'val_FeatRecLoss': 0.00225, 'val_kl_Loss_Z': 0.30828, 'val_kl_Loss_FC': 0.008, 'val_kl_Loss_TC': 0.00025, 'val_kl_Loss_DTC': 0.00131}
54 not saved {'val_OrigRecLoss': 0.00605, 'val_FeatRecLoss': 0.00178, 'val_kl_Loss_Z': 0.37636, 'val_kl_Loss_FC': 0.02171, 'val_kl_Loss_TC': 0.00066, 'val_kl_Loss_DTC': 0.00091}
55 saved {'val_OrigRecLoss': 0.00556, 'val_FeatRecLoss': 0.00218, 'val_kl_Loss_Z': 0.30419, 'val_kl_Loss_FC': 0.00949, 'val_kl_Loss_TC': 0.00013, 'val_kl_Loss_DTC': 0.00147}
56 not saved {'val_OrigRecLoss': 0.0056, 'val_FeatRecLoss': 0.00175, 'val_kl_Loss_Z': 0.37964, 'val_kl_Loss_FC': 0.02436, 'val_kl_Loss_TC': 8e-05, 'val_kl_Loss_DTC': 0.0011}
57 saved {'val_OrigRecLoss': 0.00553, 'val_FeatRecLoss': 0.00183, 'val_kl_Loss_Z': 0.43181, 'val_kl_Loss_FC': 0.02321, 'val_kl_Loss_TC': 0.00013, 'val_kl_Loss_DTC': 0.00104}
58 saved {'val_OrigRecLoss': 0.00525, 'val_FeatRecLoss': 0.00195, 'val_kl_Loss_Z': 0.33248, 'val_kl_Loss_FC': 0.01419, 'val_kl_Loss_TC': 0.0003, 'val_kl_Loss_DTC': 0.00215}
59 not saved {'val_OrigRecLoss': 0.0053, 'val_FeatRecLoss': 0.00166, 'val_kl_Loss_Z': 0.41141, 'val_kl_Loss_FC': 0.02763, 'val_kl_Loss_TC': 0.00014, 'val_kl_Loss_DTC': 0.00294}
60 saved {'val_OrigRecLoss': 0.00521, 'val_FeatRecLoss': 0.00158, 'val_kl_Loss_Z': 0.36909, 'val_kl_Loss_FC': 0.02682, 'val_kl_Loss_TC': 0.00176, 'val_kl_Loss_DTC': 0.00123}
61 saved {'val_OrigRecLoss': 0.00462, 'val_FeatRecLoss': 0.00235, 'val_kl_Loss_Z': 0.26067, 'val_kl_Loss_FC': 0.00202, 'val_kl_Loss_TC': 0.00065, 'val_kl_Loss_DTC': 0.00258}
62 not saved {'val_OrigRecLoss': 0.00475, 'val_FeatRecLoss': 0.0018, 'val_kl_Loss_Z': 0.32106, 'val_kl_Loss_FC': 0.0202, 'val_kl_Loss_TC': 0.00046, 'val_kl_Loss_DTC': 0.00203}
63 not saved {'val_OrigRecLoss': 0.00472, 'val_FeatRecLoss': 0.00172, 'val_kl_Loss_Z': 0.31445, 'val_kl_Loss_FC': 0.02303, 'val_kl_Loss_TC': 0.00017, 'val_kl_Loss_DTC': 0.00252}
64 not saved {'val_OrigRecLoss': 0.00463, 'val_FeatRecLoss': 0.00164, 'val_kl_Loss_Z': 0.32799, 'val_kl_Loss_FC': 0.02667, 'val_kl_Loss_TC': 0.0001, 'val_kl_Loss_DTC': 0.00098}
65 saved {'val_OrigRecLoss': 0.00441, 'val_FeatRecLoss': 0.00169, 'val_kl_Loss_Z': 0.32897, 'val_kl_Loss_FC': 0.02576, 'val_kl_Loss_TC': 0.00025, 'val_kl_Loss_DTC': 0.00125}
66 not saved {'val_OrigRecLoss': 0.00454, 'val_FeatRecLoss': 0.0016, 'val_kl_Loss_Z': 0.34957, 'val_kl_Loss_FC': 0.02772, 'val_kl_Loss_TC': 0.00066, 'val_kl_Loss_DTC': 0.00192}
67 saved {'val_OrigRecLoss': 0.00421, 'val_FeatRecLoss': 0.002, 'val_kl_Loss_Z': 0.27561, 'val_kl_Loss_FC': 0.01188, 'val_kl_Loss_TC': 0.00081, 'val_kl_Loss_DTC': 0.0026}
68 saved {'val_OrigRecLoss': 0.00403, 'val_FeatRecLoss': 0.00203, 'val_kl_Loss_Z': 0.32161, 'val_kl_Loss_FC': 0.00954, 'val_kl_Loss_TC': 0.00186, 'val_kl_Loss_DTC': 0.00205}
69 saved {'val_OrigRecLoss': 0.00395, 'val_FeatRecLoss': 0.00209, 'val_kl_Loss_Z': 0.20012, 'val_kl_Loss_FC': 0.00255, 'val_kl_Loss_TC': 0.00235, 'val_kl_Loss_DTC': 0.00469}
70 saved {'val_OrigRecLoss': 0.00392, 'val_FeatRecLoss': 0.00212, 'val_kl_Loss_Z': 0.19091, 'val_kl_Loss_FC': 0.00119, 'val_kl_Loss_TC': 0.00156, 'val_kl_Loss_DTC': 0.00388}
71 not saved {'val_OrigRecLoss': 0.00403, 'val_FeatRecLoss': 0.00189, 'val_kl_Loss_Z': 0.20844, 'val_kl_Loss_FC': 0.00997, 'val_kl_Loss_TC': 0.0001, 'val_kl_Loss_DTC': 0.00223}
72 not saved {'val_OrigRecLoss': 0.00411, 'val_FeatRecLoss': 0.00158, 'val_kl_Loss_Z': 0.31459, 'val_kl_Loss_FC': 0.0237, 'val_kl_Loss_TC': 0.00148, 'val_kl_Loss_DTC': 0.00167}
73 saved {'val_OrigRecLoss': 0.00371, 'val_FeatRecLoss': 0.00216, 'val_kl_Loss_Z': 0.18883, 'val_kl_Loss_FC': 0.00119, 'val_kl_Loss_TC': 0.00115, 'val_kl_Loss_DTC': 0.00628}
74 not saved {'val_OrigRecLoss': 0.00385, 'val_FeatRecLoss': 0.00181, 'val_kl_Loss_Z': 0.23122, 'val_kl_Loss_FC': 0.01112, 'val_kl_Loss_TC': 0.00011, 'val_kl_Loss_DTC': 0.001}
75 not saved {'val_OrigRecLoss': 0.00402, 'val_FeatRecLoss': 0.00153, 'val_kl_Loss_Z': 0.30527, 'val_kl_Loss_FC': 0.02463, 'val_kl_Loss_TC': 0.00059, 'val_kl_Loss_DTC': 0.00148}
76 not saved {'val_OrigRecLoss': 0.00379, 'val_FeatRecLoss': 0.00182, 'val_kl_Loss_Z': 0.26822, 'val_kl_Loss_FC': 0.01126, 'val_kl_Loss_TC': 0.00094, 'val_kl_Loss_DTC': 0.00248}
77 saved {'val_OrigRecLoss': 0.00368, 'val_FeatRecLoss': 0.00195, 'val_kl_Loss_Z': 0.20737, 'val_kl_Loss_FC': 0.00475, 'val_kl_Loss_TC': 0.00025, 'val_kl_Loss_DTC': 0.00186}
78 not saved {'val_OrigRecLoss': 0.00388, 'val_FeatRecLoss': 0.00166, 'val_kl_Loss_Z': 0.2742, 'val_kl_Loss_FC': 0.02032, 'val_kl_Loss_TC': 0.00068, 'val_kl_Loss_DTC': 0.00443}
79 saved {'val_OrigRecLoss': 0.00365, 'val_FeatRecLoss': 0.00186, 'val_kl_Loss_Z': 0.24767, 'val_kl_Loss_FC': 0.01011, 'val_kl_Loss_TC': 0.00121, 'val_kl_Loss_DTC': 0.00109}
80 saved {'val_OrigRecLoss': 0.00356, 'val_FeatRecLoss': 0.00201, 'val_kl_Loss_Z': 0.2131, 'val_kl_Loss_FC': 0.00311, 'val_kl_Loss_TC': 0.00054, 'val_kl_Loss_DTC': 0.00123}
81 not saved {'val_OrigRecLoss': 0.00388, 'val_FeatRecLoss': 0.00139, 'val_kl_Loss_Z': 0.26748, 'val_kl_Loss_FC': 0.03338, 'val_kl_Loss_TC': 0.00028, 'val_kl_Loss_DTC': 0.00084}
82 not saved {'val_OrigRecLoss': 0.00365, 'val_FeatRecLoss': 0.00154, 'val_kl_Loss_Z': 0.28535, 'val_kl_Loss_FC': 0.02094, 'val_kl_Loss_TC': 0.00062, 'val_kl_Loss_DTC': 0.00116}
83 not saved {'val_OrigRecLoss': 0.00358, 'val_FeatRecLoss': 0.00172, 'val_kl_Loss_Z': 0.28476, 'val_kl_Loss_FC': 0.01392, 'val_kl_Loss_TC': 8e-05, 'val_kl_Loss_DTC': 0.00095}
84 not saved {'val_OrigRecLoss': 0.00357, 'val_FeatRecLoss': 0.00151, 'val_kl_Loss_Z': 0.25869, 'val_kl_Loss_FC': 0.02405, 'val_kl_Loss_TC': 0.00153, 'val_kl_Loss_DTC': 0.00235}
85 saved {'val_OrigRecLoss': 0.00331, 'val_FeatRecLoss': 0.00211, 'val_kl_Loss_Z': 0.1664, 'val_kl_Loss_FC': 0.00051, 'val_kl_Loss_TC': 0.00226, 'val_kl_Loss_DTC': 0.00642}
86 not saved {'val_OrigRecLoss': 0.00367, 'val_FeatRecLoss': 0.00131, 'val_kl_Loss_Z': 0.28421, 'val_kl_Loss_FC': 0.03668, 'val_kl_Loss_TC': 0.00102, 'val_kl_Loss_DTC': 0.00102}
87 saved {'val_OrigRecLoss': 0.00323, 'val_FeatRecLoss': 0.00207, 'val_kl_Loss_Z': 0.18874, 'val_kl_Loss_FC': 0.00119, 'val_kl_Loss_TC': 0.0002, 'val_kl_Loss_DTC': 0.00287}
88 not saved {'val_OrigRecLoss': 0.00353, 'val_FeatRecLoss': 0.00152, 'val_kl_Loss_Z': 0.26158, 'val_kl_Loss_FC': 0.0214, 'val_kl_Loss_TC': 0.00075, 'val_kl_Loss_DTC': 0.00108}
89 not saved {'val_OrigRecLoss': 0.00334, 'val_FeatRecLoss': 0.00195, 'val_kl_Loss_Z': 0.22294, 'val_kl_Loss_FC': 0.00481, 'val_kl_Loss_TC': 0.00068, 'val_kl_Loss_DTC': 0.00097}
90 not saved {'val_OrigRecLoss': 0.00342, 'val_FeatRecLoss': 0.00148, 'val_kl_Loss_Z': 0.27502, 'val_kl_Loss_FC': 0.02318, 'val_kl_Loss_TC': 0.00017, 'val_kl_Loss_DTC': 0.00202}
91 not saved {'val_OrigRecLoss': 0.00349, 'val_FeatRecLoss': 0.00135, 'val_kl_Loss_Z': 0.27082, 'val_kl_Loss_FC': 0.03209, 'val_kl_Loss_TC': 0.00013, 'val_kl_Loss_DTC': 0.00115}
92 not saved {'val_OrigRecLoss': 0.00352, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.2701, 'val_kl_Loss_FC': 0.03182, 'val_kl_Loss_TC': 9e-05, 'val_kl_Loss_DTC': 0.00229}
93 not saved {'val_OrigRecLoss': 0.00348, 'val_FeatRecLoss': 0.00136, 'val_kl_Loss_Z': 0.31779, 'val_kl_Loss_FC': 0.02801, 'val_kl_Loss_TC': 6e-05, 'val_kl_Loss_DTC': 0.0013}
94 not saved {'val_OrigRecLoss': 0.00339, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.24738, 'val_kl_Loss_FC': 0.02906, 'val_kl_Loss_TC': 0.00043, 'val_kl_Loss_DTC': 0.00188}
95 not saved {'val_OrigRecLoss': 0.00332, 'val_FeatRecLoss': 0.00138, 'val_kl_Loss_Z': 0.26406, 'val_kl_Loss_FC': 0.02861, 'val_kl_Loss_TC': 9e-05, 'val_kl_Loss_DTC': 0.00152}
96 not saved {'val_OrigRecLoss': 0.00333, 'val_FeatRecLoss': 0.00137, 'val_kl_Loss_Z': 0.24573, 'val_kl_Loss_FC': 0.02942, 'val_kl_Loss_TC': 0.00023, 'val_kl_Loss_DTC': 0.00096}
97 not saved {'val_OrigRecLoss': 0.00343, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.2628, 'val_kl_Loss_FC': 0.03215, 'val_kl_Loss_TC': 0.00042, 'val_kl_Loss_DTC': 0.00376}
98 not saved {'val_OrigRecLoss': 0.00325, 'val_FeatRecLoss': 0.00143, 'val_kl_Loss_Z': 0.30434, 'val_kl_Loss_FC': 0.02634, 'val_kl_Loss_TC': 4e-05, 'val_kl_Loss_DTC': 0.00079}
99 saved {'val_OrigRecLoss': 0.00311, 'val_FeatRecLoss': 0.00153, 'val_kl_Loss_Z': 0.27043, 'val_kl_Loss_FC': 0.02358, 'val_kl_Loss_TC': 0.00036, 'val_kl_Loss_DTC': 0.00134}
100 not saved {'val_OrigRecLoss': 0.00325, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.25168, 'val_kl_Loss_FC': 0.03987, 'val_kl_Loss_TC': 0.00065, 'val_kl_Loss_DTC': 0.00128}
101 saved {'val_OrigRecLoss': 0.00297, 'val_FeatRecLoss': 0.00184, 'val_kl_Loss_Z': 0.19702, 'val_kl_Loss_FC': 0.00831, 'val_kl_Loss_TC': 0.00011, 'val_kl_Loss_DTC': 0.00368}
102 not saved {'val_OrigRecLoss': 0.0031, 'val_FeatRecLoss': 0.00148, 'val_kl_Loss_Z': 0.24626, 'val_kl_Loss_FC': 0.02398, 'val_kl_Loss_TC': 0.00014, 'val_kl_Loss_DTC': 0.00113}
103 not saved {'val_OrigRecLoss': 0.00317, 'val_FeatRecLoss': 0.00134, 'val_kl_Loss_Z': 0.25296, 'val_kl_Loss_FC': 0.03018, 'val_kl_Loss_TC': 0.0009, 'val_kl_Loss_DTC': 0.00087}
104 saved {'val_OrigRecLoss': 0.00284, 'val_FeatRecLoss': 0.0019, 'val_kl_Loss_Z': 0.18501, 'val_kl_Loss_FC': 0.00505, 'val_kl_Loss_TC': 0.00085, 'val_kl_Loss_DTC': 0.00405}
105 not saved {'val_OrigRecLoss': 0.00297, 'val_FeatRecLoss': 0.00162, 'val_kl_Loss_Z': 0.22239, 'val_kl_Loss_FC': 0.01646, 'val_kl_Loss_TC': 0.0008, 'val_kl_Loss_DTC': 0.00127}
106 not saved {'val_OrigRecLoss': 0.00296, 'val_FeatRecLoss': 0.00171, 'val_kl_Loss_Z': 0.21153, 'val_kl_Loss_FC': 0.01206, 'val_kl_Loss_TC': 0.00025, 'val_kl_Loss_DTC': 0.00178}
107 not saved {'val_OrigRecLoss': 0.00312, 'val_FeatRecLoss': 0.00129, 'val_kl_Loss_Z': 0.32842, 'val_kl_Loss_FC': 0.0342, 'val_kl_Loss_TC': 7e-05, 'val_kl_Loss_DTC': 0.00158}
108 not saved {'val_OrigRecLoss': 0.0031, 'val_FeatRecLoss': 0.00132, 'val_kl_Loss_Z': 0.23946, 'val_kl_Loss_FC': 0.03172, 'val_kl_Loss_TC': 0.00064, 'val_kl_Loss_DTC': 0.00103}
109 not saved {'val_OrigRecLoss': 0.00285, 'val_FeatRecLoss': 0.00177, 'val_kl_Loss_Z': 0.1949, 'val_kl_Loss_FC': 0.01065, 'val_kl_Loss_TC': 0.00068, 'val_kl_Loss_DTC': 0.00303}
110 not saved {'val_OrigRecLoss': 0.00294, 'val_FeatRecLoss': 0.00157, 'val_kl_Loss_Z': 0.22736, 'val_kl_Loss_FC': 0.01874, 'val_kl_Loss_TC': 0.00117, 'val_kl_Loss_DTC': 0.00141}
111 saved {'val_OrigRecLoss': 0.00275, 'val_FeatRecLoss': 0.00196, 'val_kl_Loss_Z': 0.16554, 'val_kl_Loss_FC': 0.00281, 'val_kl_Loss_TC': 0.00028, 'val_kl_Loss_DTC': 0.00388}
